date,text
Thu May 04 09:45:17 +0000 2017,1
Thu May 04 09:45:33 +0000 2017,1
Thu May 04 09:46:25 +0000 2017,1
Thu May 04 09:47:04 +0000 2017,1
Thu May 04 09:51:15 +0000 2017,1
Thu May 04 09:51:18 +0000 2017,1
Thu May 04 09:51:50 +0000 2017,1
Thu May 04 09:52:04 +0000 2017,1
Thu May 04 09:52:16 +0000 2017,1
Thu May 04 09:52:55 +0000 2017,1
Thu May 04 09:53:49 +0000 2017,1
Thu May 04 09:56:42 +0000 2017,1
Thu May 04 09:57:32 +0000 2017,1
Thu May 04 09:58:46 +0000 2017,1
Thu May 04 09:59:04 +0000 2017,1
Thu May 04 09:59:05 +0000 2017,1
Thu May 04 10:00:09 +0000 2017,1
Thu May 04 10:00:45 +0000 2017,1
Thu May 04 10:00:48 +0000 2017,1
Thu May 04 10:02:46 +0000 2017,1
Thu May 04 10:02:51 +0000 2017,1
Thu May 04 10:04:38 +0000 2017,1
Thu May 04 10:05:24 +0000 2017,1
Thu May 04 10:06:02 +0000 2017,1
Thu May 04 10:06:23 +0000 2017,1
Thu May 04 10:07:03 +0000 2017,1
Thu May 04 10:08:12 +0000 2017,1
Thu May 04 10:09:37 +0000 2017,1
Thu May 04 10:10:22 +0000 2017,1
Thu May 04 10:10:26 +0000 2017,1
Thu May 04 10:11:10 +0000 2017,1
Thu May 04 10:12:30 +0000 2017,1
Thu May 04 10:13:12 +0000 2017,1
Thu May 04 10:13:25 +0000 2017,1
Thu May 04 10:13:26 +0000 2017,1
Thu May 04 10:13:26 +0000 2017,1
Thu May 04 10:13:26 +0000 2017,1
Thu May 04 10:13:29 +0000 2017,1
Thu May 04 10:13:30 +0000 2017,1
Thu May 04 10:15:04 +0000 2017,1
Thu May 04 10:15:18 +0000 2017,1
Thu May 04 10:17:27 +0000 2017,1
Thu May 04 10:17:51 +0000 2017,1
Thu May 04 10:18:02 +0000 2017,1
Thu May 04 10:18:11 +0000 2017,1
Thu May 04 10:19:24 +0000 2017,1
Thu May 04 10:19:50 +0000 2017,1
Thu May 04 10:20:00 +0000 2017,1
Thu May 04 10:20:16 +0000 2017,1
Thu May 04 10:20:40 +0000 2017,1
Thu May 04 10:21:23 +0000 2017,1
Thu May 04 10:21:35 +0000 2017,1
Thu May 04 10:21:35 +0000 2017,1
Thu May 04 10:21:56 +0000 2017,1
Thu May 04 10:22:05 +0000 2017,1
Thu May 04 10:24:59 +0000 2017,1
Thu May 04 10:25:07 +0000 2017,1
Thu May 04 10:25:34 +0000 2017,1
Thu May 04 10:25:52 +0000 2017,1
Thu May 04 10:25:53 +0000 2017,1
Thu May 04 10:26:04 +0000 2017,1
Thu May 04 10:27:00 +0000 2017,1
Thu May 04 10:27:27 +0000 2017,1
Thu May 04 10:28:01 +0000 2017,1
Thu May 04 10:28:09 +0000 2017,1
Thu May 04 10:29:52 +0000 2017,1
Thu May 04 10:29:58 +0000 2017,1
Thu May 04 10:30:12 +0000 2017,1
Thu May 04 10:31:33 +0000 2017,1
Thu May 04 10:32:49 +0000 2017,1
Thu May 04 10:34:06 +0000 2017,1
Thu May 04 10:34:29 +0000 2017,1
Thu May 04 10:35:02 +0000 2017,1
Thu May 04 10:36:08 +0000 2017,1
Thu May 04 10:38:02 +0000 2017,1
Thu May 04 10:38:24 +0000 2017,1
Thu May 04 10:38:49 +0000 2017,1
Thu May 04 10:39:13 +0000 2017,1
Thu May 04 10:40:52 +0000 2017,1
Thu May 04 10:41:34 +0000 2017,1
Thu May 04 10:42:52 +0000 2017,1
Thu May 04 10:44:18 +0000 2017,1
Thu May 04 10:44:52 +0000 2017,1
Thu May 04 10:44:56 +0000 2017,1
Thu May 04 10:45:22 +0000 2017,1
Thu May 04 10:45:27 +0000 2017,1
Thu May 04 10:46:29 +0000 2017,1
Thu May 04 10:47:07 +0000 2017,1
Thu May 04 10:48:51 +0000 2017,1
Thu May 04 10:50:00 +0000 2017,1
Thu May 04 10:50:11 +0000 2017,1
Thu May 04 10:50:16 +0000 2017,1
Thu May 04 10:50:20 +0000 2017,1
Thu May 04 10:50:21 +0000 2017,1
Thu May 04 10:52:14 +0000 2017,1
Thu May 04 10:52:17 +0000 2017,1
Thu May 04 10:53:06 +0000 2017,1
Thu May 04 10:53:20 +0000 2017,1
Thu May 04 10:53:20 +0000 2017,1
Thu May 04 10:53:28 +0000 2017,1
Thu May 04 10:53:52 +0000 2017,1
Thu May 04 10:54:29 +0000 2017,1
Thu May 04 10:57:17 +0000 2017,1
Thu May 04 10:58:22 +0000 2017,1
Thu May 04 10:58:40 +0000 2017,1
Thu May 04 10:59:08 +0000 2017,1
Thu May 04 11:00:26 +0000 2017,1
Thu May 04 11:00:35 +0000 2017,1
Thu May 04 11:01:34 +0000 2017,1
Thu May 04 11:02:45 +0000 2017,1
Thu May 04 11:04:14 +0000 2017,1
Thu May 04 11:04:14 +0000 2017,1
Thu May 04 11:04:15 +0000 2017,1
Thu May 04 11:04:18 +0000 2017,1
Thu May 04 11:04:47 +0000 2017,1
Thu May 04 11:04:56 +0000 2017,1
Thu May 04 11:05:02 +0000 2017,1
Thu May 04 11:05:38 +0000 2017,1
Thu May 04 11:05:44 +0000 2017,1
Thu May 04 11:08:11 +0000 2017,1
Thu May 04 11:08:29 +0000 2017,1
Thu May 04 11:09:31 +0000 2017,1
Thu May 04 11:10:05 +0000 2017,1
Thu May 04 11:10:07 +0000 2017,1
Thu May 04 11:10:13 +0000 2017,1
Thu May 04 11:10:22 +0000 2017,1
Thu May 04 11:10:34 +0000 2017,1
Thu May 04 11:10:45 +0000 2017,1
Thu May 04 11:10:54 +0000 2017,1
Thu May 04 11:11:16 +0000 2017,1
Thu May 04 11:11:55 +0000 2017,1
Thu May 04 11:13:10 +0000 2017,1
Thu May 04 11:13:29 +0000 2017,1
Thu May 04 11:13:50 +0000 2017,1
Thu May 04 11:15:10 +0000 2017,1
Thu May 04 11:15:21 +0000 2017,1
Thu May 04 11:15:28 +0000 2017,1
Thu May 04 11:15:33 +0000 2017,1
Thu May 04 11:15:34 +0000 2017,1
Thu May 04 11:15:35 +0000 2017,1
Thu May 04 11:15:44 +0000 2017,1
Thu May 04 11:16:04 +0000 2017,1
Thu May 04 11:16:22 +0000 2017,1
Thu May 04 11:16:37 +0000 2017,1
Thu May 04 11:16:43 +0000 2017,1
Thu May 04 11:17:06 +0000 2017,1
Thu May 04 11:17:13 +0000 2017,1
Thu May 04 11:18:31 +0000 2017,1
Thu May 04 11:19:31 +0000 2017,1
Thu May 04 11:20:02 +0000 2017,1
Thu May 04 11:20:26 +0000 2017,1
Thu May 04 11:20:36 +0000 2017,1
Thu May 04 11:20:55 +0000 2017,1
Thu May 04 11:21:58 +0000 2017,1
Thu May 04 11:22:33 +0000 2017,1
Thu May 04 11:22:35 +0000 2017,1
Thu May 04 11:22:43 +0000 2017,1
Thu May 04 11:23:50 +0000 2017,1
Thu May 04 11:25:07 +0000 2017,1
Thu May 04 11:25:42 +0000 2017,1
Thu May 04 11:26:49 +0000 2017,1
Thu May 04 11:27:12 +0000 2017,1
Thu May 04 11:27:13 +0000 2017,1
Thu May 04 11:28:10 +0000 2017,1
Thu May 04 11:28:38 +0000 2017,1
Thu May 04 11:29:48 +0000 2017,1
Thu May 04 11:30:03 +0000 2017,1
Thu May 04 11:30:10 +0000 2017,1
Thu May 04 11:30:31 +0000 2017,1
Thu May 04 11:30:42 +0000 2017,1
Thu May 04 11:30:59 +0000 2017,1
Thu May 04 11:31:08 +0000 2017,1
Thu May 04 11:32:37 +0000 2017,1
Thu May 04 11:32:40 +0000 2017,1
Thu May 04 11:34:12 +0000 2017,1
Thu May 04 11:34:30 +0000 2017,1
Thu May 04 11:35:31 +0000 2017,1
Thu May 04 11:35:38 +0000 2017,1
Thu May 04 11:35:45 +0000 2017,1
Thu May 04 11:36:09 +0000 2017,1
Thu May 04 11:36:29 +0000 2017,1
Thu May 04 11:36:29 +0000 2017,1
Thu May 04 11:38:00 +0000 2017,1
Thu May 04 11:38:35 +0000 2017,1
Thu May 04 11:38:39 +0000 2017,1
Thu May 04 11:38:48 +0000 2017,1
Thu May 04 11:38:58 +0000 2017,1
Thu May 04 11:39:33 +0000 2017,1
Thu May 04 11:39:36 +0000 2017,1
Thu May 04 11:40:46 +0000 2017,1
Thu May 04 11:41:45 +0000 2017,1
Thu May 04 11:42:10 +0000 2017,1
Thu May 04 11:42:49 +0000 2017,1
Thu May 04 11:43:06 +0000 2017,1
Thu May 04 11:43:24 +0000 2017,1
Thu May 04 11:44:37 +0000 2017,1
Thu May 04 11:45:00 +0000 2017,1
Thu May 04 11:45:08 +0000 2017,1
Thu May 04 11:45:21 +0000 2017,1
Thu May 04 11:45:22 +0000 2017,1
Thu May 04 11:46:48 +0000 2017,1
Thu May 04 11:47:18 +0000 2017,1
Thu May 04 11:48:20 +0000 2017,1
Thu May 04 11:50:30 +0000 2017,1
Thu May 04 11:51:07 +0000 2017,1
Thu May 04 11:51:07 +0000 2017,1
Thu May 04 11:51:50 +0000 2017,1
Thu May 04 11:51:55 +0000 2017,1
Thu May 04 11:52:28 +0000 2017,1
Thu May 04 11:53:40 +0000 2017,1
Thu May 04 11:53:47 +0000 2017,1
Thu May 04 11:55:12 +0000 2017,1
Thu May 04 11:55:19 +0000 2017,1
Thu May 04 11:55:44 +0000 2017,1
Thu May 04 11:56:29 +0000 2017,1
Thu May 04 11:57:14 +0000 2017,1
Thu May 04 11:57:51 +0000 2017,1
Thu May 04 11:58:56 +0000 2017,1
Thu May 04 11:59:05 +0000 2017,1
Thu May 04 11:59:06 +0000 2017,1
Thu May 04 11:59:06 +0000 2017,1
Thu May 04 12:00:02 +0000 2017,1
Thu May 04 12:00:06 +0000 2017,1
Thu May 04 12:00:45 +0000 2017,1
Thu May 04 12:00:54 +0000 2017,1
Thu May 04 12:00:54 +0000 2017,1
Thu May 04 12:02:14 +0000 2017,1
Thu May 04 12:02:47 +0000 2017,1
Thu May 04 12:02:49 +0000 2017,1
Thu May 04 12:03:06 +0000 2017,1
Thu May 04 12:03:24 +0000 2017,1
Thu May 04 12:04:03 +0000 2017,1
Thu May 04 12:04:08 +0000 2017,1
Thu May 04 12:04:40 +0000 2017,1
Thu May 04 12:05:00 +0000 2017,1
Thu May 04 12:05:34 +0000 2017,1
Thu May 04 12:06:30 +0000 2017,1
Thu May 04 12:06:33 +0000 2017,1
Thu May 04 12:06:35 +0000 2017,1
Thu May 04 12:06:40 +0000 2017,1
Thu May 04 12:06:48 +0000 2017,1
Thu May 04 12:06:49 +0000 2017,1
Thu May 04 12:07:05 +0000 2017,1
Thu May 04 12:07:11 +0000 2017,1
Thu May 04 12:07:44 +0000 2017,1
Thu May 04 12:09:20 +0000 2017,1
Thu May 04 12:09:23 +0000 2017,1
Thu May 04 12:09:48 +0000 2017,1
Thu May 04 12:09:58 +0000 2017,1
Thu May 04 12:09:59 +0000 2017,1
Thu May 04 12:10:01 +0000 2017,1
Thu May 04 12:10:06 +0000 2017,1
Thu May 04 12:10:07 +0000 2017,1
Thu May 04 12:10:28 +0000 2017,1
Thu May 04 12:10:32 +0000 2017,1
Thu May 04 12:10:41 +0000 2017,1
Thu May 04 12:10:51 +0000 2017,1
Thu May 04 12:11:36 +0000 2017,1
Thu May 04 12:13:02 +0000 2017,1
Thu May 04 12:13:12 +0000 2017,1
Thu May 04 12:13:17 +0000 2017,1
Thu May 04 12:13:43 +0000 2017,1
Thu May 04 12:14:03 +0000 2017,1
Thu May 04 12:14:17 +0000 2017,1
Thu May 04 12:15:17 +0000 2017,1
Thu May 04 12:15:30 +0000 2017,1
Thu May 04 12:16:12 +0000 2017,1
Thu May 04 12:16:16 +0000 2017,1
Thu May 04 12:16:44 +0000 2017,1
Thu May 04 12:19:09 +0000 2017,1
Thu May 04 12:19:37 +0000 2017,1
Thu May 04 12:20:57 +0000 2017,1
Thu May 04 12:23:07 +0000 2017,1
Thu May 04 12:23:20 +0000 2017,1
Thu May 04 12:23:28 +0000 2017,1
Thu May 04 12:24:10 +0000 2017,1
Thu May 04 12:24:35 +0000 2017,1
Thu May 04 12:24:55 +0000 2017,1
Thu May 04 12:25:04 +0000 2017,1
Thu May 04 12:25:36 +0000 2017,1
Thu May 04 12:26:20 +0000 2017,1
Thu May 04 12:29:04 +0000 2017,1
Thu May 04 12:29:16 +0000 2017,1
Thu May 04 12:30:29 +0000 2017,1
Thu May 04 12:30:28 +0000 2017,1
Thu May 04 12:32:41 +0000 2017,1
Thu May 04 12:33:57 +0000 2017,1
Thu May 04 12:34:07 +0000 2017,1
Thu May 04 12:35:03 +0000 2017,1
Thu May 04 12:35:10 +0000 2017,1
Thu May 04 12:36:27 +0000 2017,1
Thu May 04 12:38:28 +0000 2017,1
Thu May 04 12:38:33 +0000 2017,1
Thu May 04 12:38:42 +0000 2017,1
Thu May 04 12:38:47 +0000 2017,1
Thu May 04 12:38:50 +0000 2017,1
Thu May 04 12:39:35 +0000 2017,1
Thu May 04 12:39:35 +0000 2017,1
Thu May 04 12:40:04 +0000 2017,1
Thu May 04 12:41:11 +0000 2017,1
Thu May 04 12:41:31 +0000 2017,1
Thu May 04 12:42:41 +0000 2017,1
Thu May 04 12:42:46 +0000 2017,1
Thu May 04 12:43:00 +0000 2017,1
Thu May 04 12:43:03 +0000 2017,1
Thu May 04 12:43:21 +0000 2017,1
Thu May 04 12:43:24 +0000 2017,1
Thu May 04 12:43:30 +0000 2017,1
Thu May 04 12:43:31 +0000 2017,1
Thu May 04 12:43:38 +0000 2017,1
Thu May 04 12:44:13 +0000 2017,1
Thu May 04 12:45:11 +0000 2017,1
Thu May 04 12:45:20 +0000 2017,1
Thu May 04 12:45:47 +0000 2017,1
Thu May 04 12:46:19 +0000 2017,1
Thu May 04 12:46:37 +0000 2017,1
Thu May 04 12:46:43 +0000 2017,1
Thu May 04 12:47:12 +0000 2017,1
Thu May 04 12:47:24 +0000 2017,1
Thu May 04 12:47:36 +0000 2017,1
Thu May 04 12:48:18 +0000 2017,1
Thu May 04 12:48:20 +0000 2017,1
Thu May 04 12:48:21 +0000 2017,1
Thu May 04 12:48:23 +0000 2017,1
Thu May 04 12:48:38 +0000 2017,1
Thu May 04 12:48:49 +0000 2017,1
Thu May 04 12:49:07 +0000 2017,1
Thu May 04 12:49:38 +0000 2017,1
Thu May 04 12:50:20 +0000 2017,1
Thu May 04 12:50:28 +0000 2017,1
Thu May 04 12:50:29 +0000 2017,1
Thu May 04 12:50:41 +0000 2017,1
Thu May 04 12:53:24 +0000 2017,1
Thu May 04 12:53:38 +0000 2017,1
Thu May 04 12:57:02 +0000 2017,1
Thu May 04 12:57:50 +0000 2017,1
Thu May 04 12:58:06 +0000 2017,1
Thu May 04 12:58:48 +0000 2017,1
Thu May 04 13:00:08 +0000 2017,1
Thu May 04 13:00:08 +0000 2017,1
Thu May 04 13:00:41 +0000 2017,1
Thu May 04 13:00:55 +0000 2017,1
Thu May 04 13:01:10 +0000 2017,1
Thu May 04 13:01:10 +0000 2017,1
Thu May 04 13:02:25 +0000 2017,1
Thu May 04 13:02:27 +0000 2017,1
Thu May 04 13:03:04 +0000 2017,1
Thu May 04 13:03:30 +0000 2017,1
Thu May 04 13:03:44 +0000 2017,1
Thu May 04 13:04:19 +0000 2017,1
Thu May 04 13:04:39 +0000 2017,1
Thu May 04 13:05:04 +0000 2017,1
Thu May 04 13:05:49 +0000 2017,1
Thu May 04 13:05:53 +0000 2017,1
Thu May 04 13:06:11 +0000 2017,1
Thu May 04 13:06:33 +0000 2017,1
Thu May 04 13:06:39 +0000 2017,1
Thu May 04 13:06:44 +0000 2017,1
Thu May 04 13:06:48 +0000 2017,1
Thu May 04 13:07:35 +0000 2017,1
Thu May 04 13:08:10 +0000 2017,1
